dataset,outer_fold,config,MAE_interna,MAE_interna_folds,procedencia
B,1,"d4,lr0.1,mcw10",7.024990308624007,6.9519;7.0081;7.1151,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d6,lr0.05,mcw1",6.629906531231359,6.5664;6.6609;6.6625,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d6,lr0.05,mcw10",6.638387530439186,6.5347;6.6595;6.7210,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d6,lr0.1,mcw1",6.5815464949891345,6.6624;6.5234;6.5588,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d6,lr0.1,mcw10",6.588102027999409,6.5764;6.6378;6.5501,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d8,lr0.05,mcw1",6.5133638492412125,6.5300;6.5323;6.4778,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d8,lr0.05,mcw10",6.528285020022526,6.6067;6.5191;6.4591,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d8,lr0.1,mcw1",6.539059560166073,6.5660;6.5711;6.4800,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d8,lr0.1,mcw10",6.596362720831481,6.6521;6.5904;6.5466,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d10,lr0.05,mcw1",6.491539319762462,6.4408;6.4830;6.5509,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d10,lr0.05,mcw10",6.516698341159661,6.4886;6.6145;6.4470,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d10,lr0.1,mcw1",6.474178327273597,6.4284;6.5412;6.4530,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,1,"d10,lr0.1,mcw10",6.552236609431232,6.4608;6.6659;6.5300,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d4,lr0.05,mcw1",7.316113722219697,6.8195;7.1082;8.0208,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d4,lr0.05,mcw10",7.338563752226876,6.8242;7.1604;8.0312,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d4,lr0.1,mcw1",7.11604471767963,6.5628;6.9084;7.8771,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d4,lr0.1,mcw10",7.139895876019485,6.5263;6.9285;7.9651,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d6,lr0.05,mcw1",6.804163125638399,6.2576;6.6411;7.5139,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d6,lr0.05,mcw10",6.8654510114965595,6.2250;6.7184;7.6532,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d6,lr0.1,mcw1",6.780554653863473,6.1940;6.6309;7.5169,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d6,lr0.1,mcw10",6.837535539441437,6.2799;6.6026;7.6303,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d8,lr0.05,mcw1",6.641023358223528,6.0274;6.5751;7.3208,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d8,lr0.05,mcw10",6.7709650063320375,6.1489;6.5899;7.5743,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d8,lr0.1,mcw1",6.624602576564043,5.9520;6.5856;7.3364,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d8,lr0.1,mcw10",6.671105226823229,6.0881;6.6296;7.2957,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d10,lr0.05,mcw1",6.646419470575167,6.0567;6.5674;7.3154,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d10,lr0.05,mcw10",6.672110916834317,6.1255;6.4650;7.4261,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d10,lr0.1,mcw1",6.689855109145578,6.1189;6.6197;7.3311,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,2,"d10,lr0.1,mcw10",6.7306458558170235,6.1797;6.5381;7.4743,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d4,lr0.05,mcw1",7.457446235260607,7.4512;7.5619;7.3592,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d4,lr0.05,mcw10",7.480759084056345,7.5027;7.5957;7.3439,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d4,lr0.1,mcw1",7.14729079572853,7.2334;7.1646;7.0439,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d4,lr0.1,mcw10",7.227892848319915,7.2700;7.2531;7.1606,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d6,lr0.05,mcw1",6.934102583820478,6.8998;7.0221;6.8804,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d6,lr0.05,mcw10",6.945554522988453,6.9298;7.1073;6.7995,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d6,lr0.1,mcw1",7.015659618931175,7.0908;7.1206;6.8355,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d6,lr0.1,mcw10",7.000630916814768,6.8699;7.1067;7.0253,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d8,lr0.05,mcw1",6.914868401552513,6.7731;7.0828;6.8887,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
B,3,"d8,lr0.05,mcw10",6.909184989539463,6.7461;7.1287;6.8528,"results_v2/run_M4_m2.py | modelo XGBoost; config publicada = make_models(seed)['XGBoost'] importada de code/tc_pipeline.py (A) / code/datasetB_pipeline.py (B); grupos = familia quimica (conjunto de elementos) via pandas.factorize; sklearn 1.7.2, xgboost 3.0.5; n_jobs=8, tree_method=hist | run_nested: externo GroupKFold(5) determinista, interno GroupKFold(3) sobre el train externo, seleccion por MAE interna pooled sobre 16 configs; MAE_grouped_anidada = pooled out-of-fold externo; MAE_random_* de hp_grid_ambos.csv (KFold(5, shuffle=True, rs=42)); tabla2_* de tabla2_shuffle.csv (5 semillas, GroupKFold shuffle=True); seed=42"
